lon,lat,Cluster number,URBAN_RURA,Age of household head,Average diastolic blood pressure,Average systolic blood pressure,Body Mass Index,Currently amenorrheic,"Drank/ate: Any dark green, leafy vegetables",Drank/ate: Any meat,"Drank/ate: Any oil, fats, or butter, or foods made with any of these",Drank/ate: Any other beverages or foods,Drank/ate: Any other fruits,Drank/ate: Any other vegetables,Drank/ate: Any savory and fried snacks,Drank/ate: Any sugar-sweetened beverages,Drank/ate: Any sweets such as sugary foods,Drank/ate: Condiments for flavor,Drank/ate: Eggs,Drank/ate: Food made of grains,"Drank/ate: Foods made from beans or peas (fresh or dried seed), lentils or bean","Drank/ate: Fresh, canned or dried fish or seafood","Drank/ate: Liver, kidney, heart, or other organ meats or blood-based foods","Drank/ate: Milk, cheese or other food made from milk","Drank/ate: Potatoes, potato chips, banana chips or any other foods made from roo","Drank/ate: Ripe persimmons, or ripe fresh apricots, dried apricots or dried peac","Drank/ate: Sweet red bell pepper, pumpkin or carrots that are yellow or orange i",Drank/ate: Tree nuts,Education in single years,Educational attainment,Ever been tested for HIV,Ever heard of a Sexually Transmitted Infection (STI),Ever heard of AIDS,Ever used anything or tried to delay or avoid getting pregnant,Frequency of listening to radio,Frequency of reading newspaper or magazine,Frequency of using internet last month,Frequency of watching television,Getting medical help for self: distance to health facility,Getting medical help for self: getting money needed for treatment,Getting medical help for self: getting permission to go,Getting medical help for self: not wanting to go alone,Had any STI in last 12 months,Has an account in a bank or other financial institution,Hemoglobin level (g/dl - 1 decimal),Highest educational level,Highest year of education,Household has: bicycle,Household has: car/truck,Household has: electricity,Household has: motorcycle/scooter,Household has: radio,Household has: refrigerator,Household has: telephone (land-line),Household has: television,Literacy,Main floor material,Main roof material,Main wall material,Menstruated in last six weeks,Owns a house alone or jointly,Owns a mobile telephone,Region,Respondent currently working,Respondent worked in last 12 months,Respondent's current age,Respondent's height in centimeters (1 decimal),Respondent's occupation (grouped),Respondent's weight in kilograms (1 decimal),Sex of household head,Smokes cigarettes,Source of drinking water,Time to get to water source,Total children ever born,Type of toilet facility,Use of internet,Wealth index combined,Years lived in place of residence,Age of household members,Agricultural equipment,Anything done to water to make safe to drink,Bed,Believes physical punishment necessary for child disciplinning,Car,Chair,Electric fan,Food cooked in the house/ separate building/ outdoors,Freezer,Fuel or wood stock,Has a computer,Has bicycle,Has mobile telephone,Has motorcycle/scooter,Has refrigerator,Has telephone (land-line),Has watch,Highest educational level attained,Highest grade completed,Highest year of education completed,Location of toilet facility,Member of the household worked abroad for three or more months in the last 3 yea,Mini-generator ('dvizhok'),Native language of respondent,Number of children 5 and under (de jure),Number of de facto members,Number of rooms used for sleeping,Owns Bee hives,Owns cattle,Owns chickens/poultry,Owns cows/ bulls,Owns Fur animals,Owns goats,Owns horses/ donkeys/ mules,Owns land usable for agriculture,"Owns livestock, herds or farm animals",Owns Pigs,Owns Rabbits,Owns sheep,Place where household members wash their hands,Satellite antenna/dish,Sex of head of household,Sex of household member,Share toilet with other households,Time to get to water source (minutes),Total number of completed years of schooling,Tractor,Truck,Type of place of residence,Washing machine,Water usually treated by: boil,Water usually treated by: don't know,Water usually treated by: let it stand and settle,Water usually treated by: other,Water usually treated by: solar disinfection,Water usually treated by: strain through a cloth,Water usually treated by: use water filter
69.59516409,40.2855211,86,1,49.5,76.23076923,113.3461538,2622.692308,0.038461538,0,0.923076923,0.730769231,0.923076923,0.961538462,0.846153846,0.307692308,0.923076923,0.884615385,0.807692308,0.730769231,1,0.730769231,0.192307692,0.115384615,0.923076923,0.961538462,0.115384615,0.653846154,0.5,12.19230769,4.230769231,0.153846154,0.653846154,0.653846154,1.230769231,1,1.230769231,0.961538462,2,2,2,2,1.961538462,0,0,123.7307692,2.461538462,5.192307692,0.192307692,0.653846154,1,0,0.307692308,1,0.115384615,0.923076923,1.961538462,1.076923077,1,1,0.923076923,0.961538462,0.807692308,2,0.461538462,0.923076923,30.84615385,1580.076923,2.384615385,657.3076923,1.192307692,0,1,0,1.923076923,1,0.461538462,5,91.92307692,48.25,0.15,1,0.7,0,0.6,0.85,0.15,1.3,0.3,0,0.3,0.15,1,0,0.95,0.15,0.6,2.4,7.6,5.2,1,0.05,0,1.05,0.7,5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,1.25,1.25,0,0,11.65,0,0.05,1,0.9,1,0,0.05,0,0,0,0
69.5897865,40.28939529,87,1,45.4,76.3,113.45,2446.6,0,0.1,0.95,0.85,0.95,0.9,0.85,0.1,0.95,0.9,0.75,0.8,1,0.65,0.15,0.05,0.85,0.9,0.2,0.75,0.55,11.75,4.2,0.05,0.6,0.6,0.95,0.95,1.2,1.8,2,2,2,2,1.95,0,0,123.6,2.4,5.1,0.2,0.65,1,0,0.25,1,0.25,1,2,1,1,1,0.95,0.9,0.9,2,0.3,0.6,30.2,1568,2.5,603.35,1.2,0,1,0,1.85,1,0.7,5,95,44.95454545,0.181818182,1,0.727272727,0,0.409090909,0.818181818,0.090909091,1.227272727,0.181818182,0,0.5,0.181818182,0.954545455,0,0.909090909,0.181818182,0.5,2.545454545,6.409090909,4.590909091,1,0.045454545,0,1.045454545,0.409090909,3.727272727,1.727272727,0,0,0,0,0,0,0,0,0,0,0,0,1,0.227272727,1.272727273,1.272727273,0,0,11.77272727,0,0,1,0.863636364,1,0,0,0,0,0,0
69.62208541,40.31566796,88,1,40.625,75.3125,113.375,2386.6875,0.0625,0.0625,0.9375,0.75,0.9375,0.9375,0.8125,0.25,0.9375,0.9375,0.8125,0.625,1,0.5625,0,0.0625,1,1,0.25,0.6875,0.5625,12.9375,4.3125,0.375,0.75,0.75,1.875,0.8125,0.8125,0.75,2,2,1.875,2,1.9375,0,0,114.5625,2.4375,5.875,0.25,0.5625,1,0,0.4375,1,0.1875,1,2,1.0625,1,1,1,0.9375,0.875,2,0.4375,0.875,30.4375,1623,2.5,628.3125,1.125,0,1,0,2.6875,1,0.3125,5,95,44.25,0.05,1,0.7,0,0.5,0.9,0.1,1.2,0.2,0.05,0.3,0.25,1,0,1,0.15,0.35,2.6,7,5.4,1,0.1,0,1,0.95,4.1,1.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,1.15,1.15,0,0,13.3,0,0,1,1,1,0,0,0,0,0,0
69.63054522,40.30084063,89,1,42.93333333,78.46666667,115.5333333,2744.466667,0,0,0.933333333,0.733333333,1,1,0.8,0.333333333,1,0.933333333,0.866666667,0.8,1,0.6,0.2,0.066666667,0.933333333,0.933333333,0.2,0.8,0.466666667,11.06666667,4.2,0.133333333,0.733333333,0.733333333,1.066666667,0.8,0.666666667,1,2,2,1.733333333,2,1.933333333,0.066666667,0.066666667,129.2666667,2.266666667,5.333333333,0.066666667,0.266666667,1,0.066666667,0.266666667,1,0.266666667,1,1.866666667,1.133333333,1,1,0.933333333,1.066666667,0.933333333,2,0.466666667,0.933333333,36,1586.466667,2.466666667,688.4666667,1.2,0,1,0,2.133333333,1,0.6,5,88.86666667,47.80952381,0,1,0.571428571,0,0.238095238,0.761904762,0.142857143,1.238095238,0.238095238,0,0.333333333,0.047619048,0.952380952,0.047619048,0.952380952,0.285714286,0.380952381,2.619047619,6.238095238,4.714285714,1,0.095238095,0,1.095238095,0.19047619,3.142857143,1.571428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,1.238095238,1.238095238,0,0,12.71428571,0,0,1,0.857142857,1,0,0,0,0,0,0.047619048
69.65277642,40.30933284,90,1,46.93333333,77.8,117.2666667,2488.466667,0.066666667,0,0.8,0.8,1,1,0.8,0.2,0.933333333,0.733333333,0.6,0.666666667,1,0.733333333,0,0.066666667,0.8,0.933333333,0.266666667,0.533333333,0.533333333,11.4,4.2,0.333333333,0.533333333,0.533333333,0.666666667,0.533333333,0.933333333,1.666666667,1.933333333,1.933333333,1.8,2,1.933333333,0,0,131.4666667,2.333333333,5.333333333,0,0.066666667,1,0,0.266666667,1,0.133333333,1,2,1.133333333,1,1,1,1,1,2,0.466666667,1,30.26666667,1602.866667,2.066666667,643,1.666666667,0,1,0,1.733333333,1,0.6,5,95,47.95238095,0.047619048,1,0.619047619,0,0.095238095,0.714285714,0.047619048,1.19047619,0.19047619,0,0.380952381,0.047619048,1,0,1,0.142857143,0.476190476,2.380952381,7.523809524,5.047619048,1,0.19047619,0,1.095238095,0.428571429,3.047619048,1.380952381,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19047619,1.523809524,1.523809524,0,0,11.47619048,0,0,1,0.714285714,1,0,0.047619048,0,0,0,0
69.61518958,40.29699489,91,1,42.3125,79.3125,115.9375,2528.1875,0,0.0625,0.9375,0.75,0.9375,0.9375,0.8125,0.375,0.875,1,0.8125,0.5625,1,0.875,0.375,0.1875,0.875,0.9375,0.125,0.6875,0.5,12.9375,4.5,0.125,0.75,0.75,0.75,1,1.375,1.75,1.9375,2,1.9375,2,2,0,0.125,125.125,2.6875,4.4375,0.25,0.375,1,0,0.25,1,0.3125,0.9375,2,1.0625,1,1,0.8125,1.3125,0.9375,2,0.3125,0.625,32.1875,1599.875,2.5,646.375,1.5,0.0625,1,0,1.6875,1,0.625,5,83.25,49.94736842,0.157894737,1,0.842105263,0,0.368421053,0.842105263,0.157894737,1.315789474,0.315789474,0,0.526315789,0.210526316,1,0,1,0.368421053,0.526315789,2.736842105,5.684210526,4.631578947,1,0.210526316,0,1.263157895,0.263157895,2.736842105,1.421052632,0,0,0,0,0,0,0,0,0,0,0,0,1.052631579,0.315789474,1.526315789,1.526315789,0,0,13.21052632,0,0,1,0.842105263,1,0,0.052631579,0,0,0,0
69.5991312,40.27225806,92,1,55.73076923,80.11538462,118.9615385,2514.576923,0.076923077,0,0.884615385,0.846153846,0.923076923,0.807692308,0.846153846,0.230769231,0.923076923,0.846153846,0.653846154,0.846153846,1,0.846153846,0.153846154,0.076923077,0.846153846,0.961538462,0.038461538,0.692307692,0.576923077,11.42307692,4.076923077,0.115384615,0.769230769,0.769230769,1.076923077,1.192307692,1.115384615,0.884615385,2,2,2,1.961538462,2,0,0.038461538,126.1923077,2.230769231,5.807692308,0.730769231,0.615384615,1,0.038461538,0.5,1,0.038461538,1,1.923076923,1.346153846,1,1,0.846153846,1.307692308,0.923076923,2,0.346153846,0.769230769,30.96153846,1597.576923,2.807692308,642.3461538,1.115384615,0.038461538,1,0,2.423076923,2,0.384615385,3.884615385,95,58.65,0.2,1,1,0,0.7,0.75,0.55,1.9,0.8,0.95,0.4,0.65,1,0.05,1,0.05,0.8,2.25,7.25,5.05,2,0.1,0,1.05,0.9,6,2.35,0,0.1,1.9,0.2,0,0,0,0.45,0.4,0,0,0.4,1,0.55,1.15,1.15,0,0,10.7,0,0,1,1,1,0,0,0,0,0,0.05
69.61321186,40.28174942,93,1,48.26315789,76.47368421,112,2236.736842,0,0.105263158,0.684210526,0.684210526,0.894736842,1,0.736842105,0.263157895,0.947368421,0.894736842,0.736842105,0.789473684,1,0.947368421,0.157894737,0.052631579,1,0.894736842,0.210526316,0.631578947,0.578947368,12.36842105,4.263157895,0.052631579,0.526315789,0.526315789,0.842105263,1.210526316,1.578947368,1.947368421,1.842105263,2,2,2,1.894736842,0,0.105263158,128.7368421,2.526315789,4.789473684,0.368421053,0.526315789,1,0,0.210526316,1,0,0.842105263,2,1.157894737,1,1,0.842105263,1.052631579,0.894736842,2,0.315789474,0.631578947,25.63157895,1585.789474,2.473684211,561.2631579,1.368421053,0,1,0,1.315789474,1.368421053,0.684210526,4.736842105,75.10526316,54.04761905,0.238095238,1,0.80952381,0,0.523809524,0.80952381,0.047619048,1.571428571,0.523809524,0.285714286,0.714285714,0.238095238,1,0,1,0.047619048,0.666666667,2.80952381,5.142857143,4.380952381,1.333333333,0.142857143,0,1.047619048,0.333333333,3.714285714,1.619047619,0,0,0.19047619,0.047619048,0,0,0,0.095238095,0.095238095,0,0,0.047619048,1,0.476190476,1.428571429,1.428571429,0,0,13.28571429,0,0,1,0.857142857,1,0,0,0,0,0,0
69.6412557,40.283488,94,1,45.16666667,77.72222222,115.6111111,2599.555556,0.166666667,0.111111111,0.833333333,0.777777778,0.944444444,1,0.833333333,0.166666667,0.944444444,0.944444444,0.666666667,0.611111111,1,0.611111111,0.166666667,0.055555556,0.944444444,0.944444444,0.055555556,0.611111111,0.5,13.38888889,4.722222222,0.222222222,0.722222222,0.722222222,0.944444444,1.111111111,1.111111111,0.888888889,2,1.944444444,2,2,1.944444444,0,0,117.7777778,2.722222222,4.611111111,0.222222222,0.5,1,0,0.222222222,1,0,1,1.944444444,1.222222222,1.222222222,1,0.777777778,1.166666667,1,2,0.222222222,0.5,29.77777778,1622.944444,2.666666667,687.0555556,1.222222222,0,1.222222222,0,1.888888889,1,0.333333333,5,89.77777778,50.35,0.15,1,0.5,0,0.45,0.85,0.4,1.45,0.7,0,0.55,0.25,1,0,0.95,0,0.75,2.7,6.3,5.1,1,0.25,0,1.15,0.8,4.2,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,1.25,1.25,0,0,13.35,0,0,1,0.85,1,0,0,0,0,0,0
70.62940572,40.11591633,95,1,52.92307692,73.96153846,109.0384615,2414.615385,0.076923077,0.038461538,0.961538462,0.923076923,0.961538462,0.692307692,0.923076923,0.346153846,0.384615385,0.769230769,0.076923077,0.230769231,1,0.192307692,0,0.038461538,0.653846154,1,0.269230769,0.923076923,0.384615385,10.69230769,3.807692308,0.346153846,0.692307692,0.692307692,1.307692308,0.5,0.384615385,0.769230769,1.769230769,2,1.769230769,1.884615385,2,0.038461538,0,123.1923077,2.076923077,6.038461538,0.384615385,0.692307692,1,0,0.384615385,1,0.038461538,1,2,2,1.076923077,2.384615385,0.807692308,0.192307692,0.730769231,2,0.346153846,0.692307692,30.61538462,1591.269231,2.923076923,614.0384615,1.115384615,0,1.346153846,1.346153846,2.538461538,2,0.307692308,3.615384615,95,52.26086957,0,1,0.47826087,0,0.52173913,0.434782609,0.652173913,2,0.391304348,0.826086957,0.173913043,0.47826087,1,0,1,0.043478261,0.130434783,2.347826087,7.608695652,5,2,0.52173913,0.043478261,1,0.956521739,5.391304348,2.260869565,0,0.130434783,0.52173913,0.260869565,0,0,0,0.304347826,0.434782609,0,0,0.608695652,1.217391304,0.608695652,1.217391304,1.217391304,0,1.52173913,11.2173913,0,0,1,0.739130435,1,0,0,0,0,0,0
70.61489925,40.11614119,96,1,52.38095238,77.61904762,113.4761905,2734.095238,0.047619048,0.142857143,1,0.952380952,0.904761905,0.857142857,0.904761905,0.380952381,0.761904762,0.714285714,0.333333333,0.333333333,1,0.380952381,0.047619048,0,0.714285714,0.952380952,0.333333333,0.904761905,0.476190476,11,4,0.428571429,0.80952381,0.761904762,0.619047619,0.571428571,0.714285714,1.238095238,1.904761905,1.952380952,1.761904762,1.952380952,2,0.047619048,0,116.6666667,2.285714286,5.238095238,0.523809524,0.714285714,1,0,0.428571429,1,0.095238095,1,1.952380952,2,1,1.285714286,0.857142857,0.047619048,0.761904762,2,0.238095238,0.523809524,32.57142857,1584.047619,2.523809524,685.1904762,1.285714286,0,1,0,2.142857143,1.857142857,0.619047619,4.380952381,95,53.04545455,0,1,0.772727273,0,0.636363636,0.727272727,0.954545455,1.954545455,0.636363636,0.818181818,0.318181818,0.5,1,0,1,0.272727273,0.409090909,2.363636364,7.727272727,5.181818182,1.909090909,0.681818182,0.227272727,1.136363636,0.772727273,4.909090909,2.227272727,0,0.136363636,2.863636364,0.136363636,0,0,0,0.090909091,0.363636364,0,0,0.318181818,1,0.772727273,1.227272727,1.227272727,0,0,11.40909091,0,0,1,0.909090909,1,0,0.181818182,0,0,0,0
70.5449957,40.04820452,97,1,46.47058824,80.41176471,121,2554.176471,0,0.294117647,1,0.941176471,0.764705882,0.882352941,0.823529412,0.176470588,0.705882353,0.705882353,0.294117647,0.470588235,1,0.235294118,0,0,0.470588235,0.941176471,0.176470588,0.823529412,0.529411765,10.70588235,4,0.470588235,0.823529412,0.823529412,1.058823529,0.823529412,1.176470588,0.529411765,1.823529412,2,1.823529412,2,1.941176471,0,0,118,2.411764706,4.176470588,0.352941176,0.705882353,1,0.176470588,0.294117647,1,0.176470588,1,2,2,1,1.176470588,0.941176471,0.117647059,0.647058824,2,0.352941176,0.705882353,30.29411765,1605.529412,2.411764706,655.4705882,1.235294118,0,2,0,1.705882353,1.941176471,0.235294118,4.058823529,89.47058824,49.35,0,1,0.8,0.05,0.5,0.55,0.7,2.2,0.45,0.95,0.25,0.3,1,0.1,0.95,0.05,0.35,2.5,6.4,4.4,2,0.5,0.35,1.35,0.5,3.65,1.8,0,0,0.55,0.05,0,0,0,0,0.25,0,0,1.15,1.4,0.95,1.35,1.35,0,0,11.65,0,0,1,0.7,1,0,0.25,0,0,0,0
69.80620541,40.27423785,98,1,53.82352941,75.29411765,112.2352941,2541.470588,0.058823529,0.294117647,0.882352941,0.823529412,0.705882353,0.764705882,0.764705882,0.117647059,0.705882353,0.823529412,0.294117647,0.588235294,1,0.588235294,0.117647059,0.235294118,0.705882353,0.823529412,0.411764706,0.529411765,0.411764706,12.76470588,4.705882353,0.529411765,0.941176471,0.941176471,0.529411765,0.647058824,1.294117647,1.823529412,1.823529412,1.941176471,1.941176471,2,1.941176471,0.058823529,0,120.6470588,2.764705882,4.176470588,0.294117647,0.705882353,1,0.058823529,0.352941176,0.941176471,0.117647059,1,2,1.529411765,1,1.058823529,0.764705882,1.470588235,0.941176471,2,0.411764706,0.941176471,29.82352941,1542.058824,1.941176471,602.2352941,1.352941176,0,1.058823529,0,1.941176471,1.294117647,0.764705882,4.705882353,65.52941176,56.25,0,1,0.95,0,0.7,0.8,0.8,1.55,0.3,0.6,0.6,0.45,1,0.05,0.95,0.15,0.7,2.85,5.2,4.6,1.45,0.65,0.1,1.4,0.75,4.4,2.5,0,0,2.85,0.15,0,0,0,0.7,0.3,0,0,0.35,1,0.9,1.45,1.45,0,1.5,13.9,0,0,1,0.95,1,0,0,0,0,0,0
69.70277506,40.48234923,99,1,55.0952381,77.0952381,109.9047619,2484.785714,0.023809524,0.166666667,0.928571429,0.619047619,0.571428571,0.857142857,0.785714286,0.047619048,0.285714286,0.619047619,0.19047619,0.404761905,1,0.214285714,0.023809524,0.095238095,0.738095238,0.928571429,0.30952381,0.357142857,0.30952381,11.07142857,3.666666667,0.214285714,0.69047619,0.642857143,0.642857143,0.571428571,0.928571429,0.476190476,1.857142857,1.833333333,1.571428571,1.833333333,1.785714286,0.071428571,0,113.5238095,2.166666667,4.595238095,0.380952381,0.714285714,1,0.119047619,0.142857143,0.976190476,0.166666667,1,1.880952381,2.023809524,1,1,0.857142857,0.761904762,0.619047619,2,0.357142857,0.761904762,30.5,1569.904762,2.761904762,609.8095238,1.30952381,0,1.071428571,1.428571429,1.857142857,2,0.261904762,4,86.5,54,0,0.863636364,0.272727273,0,0.454545455,0.363636364,0.772727273,1.909090909,0.136363636,0.636363636,0.227272727,0.227272727,1,0.045454545,0.954545455,0.136363636,0.590909091,1.818181818,6.636363636,4.534669118,1.863636364,0.636363636,0.181818182,1,1.272727273,5.909090909,2.409090909,0,0,0.090909091,0.409090909,0,0.136363636,0,0.5,0.545454545,0,0,0.909090909,1.090909091,0.454545455,1.409090909,1.409090909,0.045454545,1.363636364,10.3702921,0.045454545,0.090909091,1,0.545454545,0.863636364,0,0.045454545,0,0,0,0
70.40964357,40.28345291,100,1,54.36842105,70.57894737,107.1052632,2341.368421,0.052631579,0.105263158,0.947368421,0.894736842,0.894736842,0.894736842,0.947368421,0.315789474,0.736842105,0.894736842,0.421052632,0.526315789,1,0.105263158,0.052631579,0.210526316,0.736842105,0.947368421,0.315789474,0.789473684,0.210526316,10.84210526,4.263157895,0.473684211,0.736842105,0.736842105,0.631578947,0.842105263,0.421052632,0.315789474,2,1.947368421,1.789473684,1.947368421,2,0,0,116.5789474,2.473684211,4.210526316,0.473684211,0.526315789,1,0.157894737,0.368421053,1,0.894736842,1,1.947368421,2,1.315789474,2.894736842,0.894736842,0,0.526315789,2,0.263157895,0.526315789,27.36842105,1599.473684,2.894736842,600,1.315789474,0.052631579,2,0,1.631578947,2,0.157894737,3.368421053,95,56.7826087,0,1,0.956521739,0.086956522,0.434782609,0.086956522,0.913043478,2.029053904,0.47826087,0.869565217,0.217391304,0.434782609,1,0.086956522,0.956521739,0.782608696,0.173913043,2.565217391,5.782608696,4.043478261,2,0.826086957,0.217391304,1.086956522,0.739130435,3.956521739,1.739130435,0,0,0.086956522,0.217391304,0,0.043478261,0,0.260869565,0.260869565,0,0,0.304347826,1.173913043,0.52173913,1.347826087,1.347826087,0.086956522,0,11.04347826,0,0.043478261,1,0.47826087,1,0,0.043478261,0,0,0,0
70.43421384,40.29843776,101,1,55.61538462,77.23076923,110.7692308,2491.230769,0.076923077,0.230769231,1,1,1,0.846153846,0.923076923,0,0.461538462,0.692307692,0.230769231,0.230769231,1,0.076923077,0.076923077,0.076923077,0.846153846,0.846153846,0.076923077,0.769230769,0.076923077,11.53846154,4.384615385,0.538461538,0.692307692,0.692307692,0.923076923,0.846153846,0.769230769,0.846153846,1.846153846,2,1.846153846,2,2,0,0,122.9230769,2.461538462,4.692307692,0.692307692,0.384615385,1,0,0.307692308,1,0.307692308,1,2,2,1.307692308,2.846153846,0.846153846,0,0.846153846,2,0.230769231,0.615384615,34.38461538,1586.615385,2.538461538,628.6923077,1.230769231,0,2,0,2.307692308,1.692307692,0.307692308,3.615384615,95,56.25,0,1,0.9375,0.125,0.3125,0.5,0.75,2,0.5,0.8125,0.3125,0.625,1,0,1,0.5,0.25,2.6875,6,4.75,2,0.5625,0.0625,1,0.625,4.1875,1.75,0,0.0625,0.375,0.0625,0,0,0,0,0.1875,0,0,0.0625,1,0.625,1.25,1.25,0,0,12.75,0,0.1875,1,0.5625,1,0,0,0,0,0,0
69.64475225,40.56488924,102,1,42.41176471,76.52941176,113.1176471,2377.058824,0.058823529,0,1,0.941176471,0.882352941,0.588235294,0.764705882,0.411764706,0.529411765,0.882352941,0.352941176,0.411764706,1,0.117647059,0,0,0.529411765,0.764705882,0.294117647,0.941176471,0.352941176,10.88235294,3.882352941,0.647058824,0.764705882,0.764705882,0.882352941,0.235294118,0.588235294,1.058823529,1.764705882,2,1.647058824,1.823529412,2,0,0.058823529,113.5294118,2.352941176,4.647058824,0.176470588,0.352941176,1,0.058823529,0.117647059,0.647058824,0.176470588,0.941176471,1.882352941,2,1,1,0.647058824,0.235294118,0.764705882,2,0.470588235,1,30.17647059,1586.588235,2.647058824,598.4705882,1.529411765,0,1.176470588,0.588235294,1.588235294,1,0.411764706,5,89.52941176,43.05555556,0,0.944444444,0.555555556,0.111111111,0.333333333,0.5,0.444444444,1.111111111,0.5,0.111111111,0.333333333,0.277777778,1,0.055555556,0.611111111,0.166666667,0.222222222,2.333333333,8,5.333333333,1,0.444444444,0.111111111,2.333333333,0.555555556,3.055555556,1.388888889,0,0,0.555555556,0,0,0,0,0,0.055555556,0,0,0,1.166666667,0.5,1.444444444,1.444444444,0,0.555555556,11.44444444,0,0,1,0.333333333,0.944444444,0,0.055555556,0,0,0,0.055555556
69.691146,40.23756058,103,1,43.61538462,75.61538462,107.5384615,2206.538462,0.076923077,0.230769231,1,0.307692308,0.769230769,0.923076923,0.615384615,0,0.692307692,0.615384615,0.384615385,0.615384615,0.923076923,0.461538462,0,0.076923077,0.692307692,0.769230769,0.230769231,0.230769231,0.384615385,11.30769231,3.923076923,0.461538462,0.923076923,0.846153846,0.615384615,0.692307692,1.384615385,0.615384615,1.923076923,2,1.846153846,1.923076923,2,0,0,120,2.307692308,5.230769231,0.230769231,0.307692308,1,0,0,1,0,1,2,1,1,1,1,1.230769231,0.923076923,2,0.461538462,1,31.53846154,1583.769231,2.384615385,554.5384615,1.230769231,0,1,0,2.153846154,1,0.538461538,5,41.46153846,44.85714286,0,0.80952381,0.19047619,0,0.238095238,0.333333333,0.571428571,1,0,0.047619048,0.19047619,0.142857143,1,0,0.952380952,0,0.238095238,2.523809524,7,5.095238095,1,0.19047619,0,1.142857143,0.333333333,2.904761905,1.428571429,0,0,0,0,0,0,0,0.047619048,0,0,0,0,1,0.238095238,1.333333333,1.333333333,0,0,12.33333333,0,0,1,0.428571429,0.80952381,0,0.047619048,0,0,0,0
69.70539596,40.22303814,104,1,43.52631579,74,108.1052632,2390.421053,0.052631579,0.263157895,0.842105263,0.578947368,0.894736842,0.684210526,0.894736842,0.052631579,0.684210526,0.947368421,0.421052632,0.578947368,1,0.368421053,0.263157895,0.052631579,0.842105263,0.894736842,0.157894737,0.315789474,0.631578947,11.94736842,4.157894737,0.526315789,0.947368421,0.947368421,0.684210526,0.736842105,1.368421053,1.421052632,2,2,1.789473684,2,1.894736842,0,0,121.3157895,2.421052632,5.105263158,0.368421053,0.368421053,1,0,0,1,0,1,1.947368421,1.210526316,1,1,0.947368421,0.947368421,0.894736842,2,0.473684211,1,31.89473684,1583.526316,2.263157895,595.2631579,1.631578947,0.105263158,1,0,1.789473684,1,0.578947368,5,28,43.75,0,0.95,0.4,0,0.3,0.75,0.65,1,0.15,0,0.3,0.3,0.95,0,1,0,0.65,2.55,6.65,4.85,1,0.35,0,1.35,0.35,3.35,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0.5,1.6,1.6,0,0,12.55,0,0,1,0.75,0.95,0,0.1,0,0,0,0
68.6074762,39.19851983,105,0,49.60869565,74.2173913,107.4782609,2286.826087,0.130434783,0.304347826,0.695652174,0.913043478,0.565217391,0.52173913,0.608695652,0.043478261,0.434782609,0.52173913,0.130434783,0.565217391,1,0.434782609,0,0.086956522,0.565217391,0.826086957,0.173913043,0.608695652,0.086956522,9.565217391,3.608695652,0.086956522,0.956521739,0.826086957,0.782608696,0.217391304,0.913043478,0,1.826086957,1.826086957,1.782608696,1.869565217,1.826086957,0,0,124.6086957,1.956521739,5.739130435,0.173913043,0.434782609,1,0.043478261,0.260869565,0.695652174,0,1,1.869565217,2.130434783,1.695652174,1.608695652,0.739130435,1.608695652,0.782608696,2,0.217391304,0.434782609,33.08695652,1559.478261,2.826086957,554.9565217,1.130434783,0,2,17.91304348,2.652173913,2,0,2.130434783,83.73913043,50.54545455,0,0.954545455,0.363636364,0.090909091,0.454545455,0.181818182,0.227272727,1.909090909,0.318181818,0.590909091,0.136363636,0.136363636,1,0.045454545,0.681818182,0,0.5,2.5,6.818181818,4.818181818,2.409090909,0.045454545,0,1,0.5,4.318181818,1.909090909,0,0.181818182,0,0.818181818,0,0,0,0.454545455,0.363636364,0,0,0,1.136363636,0.818181818,1.136363636,1.136363636,0.545454545,18.40909091,11.90909091,0,0,2,0.545454545,0.954545455,0,0,0,0,0,0
